date,competition,home_team,score,away_team,venue
2022-11-30,2022 FIFA World Cup Group D,Australia,1-0,Denmark,"Al Wakrah, Qatar"
2022-12-03,2022 FIFA World Cup Round of 16,Argentina,2-1,Australia,"Al Rayyan, Qatar"
2023-03-24,International Friendly,Australia,3-1,Ecuador,"Sydney, Australia"
2023-03-28,International Friendly,Australia,1-2,Ecuador,"Melbourne, Australia"
2023-06-15,International Friendly,Argentina,2-0,Australia,"Beijing, China"
2023-10-13,International Friendly,England,1-0,Australia,"London, United Kingdom"
2023-10-18,2023 Soccer Ashes series,Australia,2-0,New Zealand,"London, United Kingdom"
2023-11-16,2026 WCQ / 2027 ACQ,Australia,7-0,Bangladesh,"Melbourne, Australia"
2023-11-21,2026 World Cup Qualifiers Round 2,Palestine,0-1,Australia,"Kuwait City, Kuwait"
2024-01-06,Friendly,Bahrain,0-2,Australia,"Abu Dhabi, United Arab Emirates"
2024-01-13,2023 AFC Asian Cup,Australia,2-0,India,"Al Rayyan, Qatar"
2024-01-18,2023 AFC Asian Cup,Syria,0-1,Australia,"Al Rayyan, Qatar"
2024-01-23,2023 AFC Asian Cup,Australia,1-1,Uzbekistan,"Al Wakrah, Qatar"
2024-01-28,2023 AFC Asian Cup round of 16,Australia,4-0,Indonesia,"Al Rayyan, Qatar"
2024-03-21,2026 World Cup Qualifiers Round 2,Australia,2-0,Lebanon,"Sydney, Australia"
2024-03-26,2026 World Cup Qualifiers Round 2,Lebanon,0-5,Australia,"Canberra, Australia"
2024-06-06,2026 World Cup Qualifiers Round 2,Bangladesh,0-2,Australia,"Dhaka, Bangladesh"
2024-06-11,2026 World Cup Qualifiers Round 2,Australia,5-0,Palestine,"Perth, Australia"
2024-09-05,2026 World Cup Qualifiers Round 3,Australia,0-1,Bahrain,"Gold Coast, Australia"
2024-09-10,2026 World Cup Qualifiers Round 3,Indonesia,0-0,Australia,"Jakarta, Indonesia"
2024-10-10,2026 World Cup Qualifiers Round 3,Australia,3-1,China,"Adelaide, Australia"
2024-10-15,2026 World Cup Qualifiers Round 3,Japan,1-1,Australia,"Saitama, Japan"
2024-11-14,2026 World Cup Qualifiers Round 3,Australia,0-0,Saudi Arabia,"Melbourne, Australia"
2024-11-19,2026 World Cup Qualifiers Round 3,Bahrain,2-2,Australia,"Riffa, Bahrain"
2025-03-20,2026 World Cup Qualifiers Round 3,Australia,5-1,Indonesia,"Sydney, Australia"
2025-03-25,2026 World Cup Qualifiers Round 3,China,0-2,Australia,"Hangzhou, China"
2025-06-05,2026 World Cup Qualifiers Round 3,Australia,1-0,Japan,"Perth, Australia"
2025-06-10,2026 World Cup Qualifiers Round 3,Saudi Arabia,1-2,Australia,"Jeddah, Saudi Arabia"
2025-09-05,Soccer Ashes,Australia,1-0,New Zealand,"Canberra, Australia"
2025-09-09,Soccer Ashes,New Zealand,1-3,Australia,"Auckland, New Zealand"
2025-10-14,Friendly,United States,2-1,Australia,"Denver, United States"
2025-11-14,Friendly,Venezuela,1-0,Australia,"Houston, United States"
2025-11-18,Friendly,Colombia,3-0,Australia,"New York City, United States"
2026-03-27,2026 FIFA Series,Australia,1-0,Cameroon,"Sydney, Australia"
2026-03-31,2026 FIFA Series,Australia,5-1,Curaçao,"Melbourne, Australia"
2020-10-08,2022 FIFA World Cup qualification,Paraguay,2-2,Peru,"Estadio Defensores del Chaco, Asunción"
2020-10-13,2022 FIFA World Cup qualification,Venezuela,0-1,Paraguay,"Estadio Metropolitano de Mérida, Mérida"
2020-11-12,2022 FIFA World Cup qualification,Argentina,1-1,Paraguay,"La Bombonera, Buenos Aires"
2020-11-17,2022 FIFA World Cup qualification,Paraguay,2-2,Bolivia,"Estadio Defensores del Chaco, Asunción"
2021-06-03,2022 FIFA World Cup qualification,Uruguay,0-0,Paraguay,"Estadio Centenario, Montevideo"
2021-06-14,2021 Copa América,Paraguay,3-1,Bolivia,"Estádio Olímpico Pedro Ludovico, Goiânia"
2021-06-21,2021 Copa América,Paraguay,0-1,Argentina,"Estádio Nacional Mané Garrincha, Brasília"
2021-06-24,2021 Copa América,Paraguay,2-0,Chile,"Estádio Nacional Mané Garrincha, Brasília"
2021-06-28,2021 Copa América,Paraguay,0-1,Uruguay,"Estádio Olímpico Nilton Santos, Rio de Janeiro"
2021-07-02,2021 Copa América,Paraguay,3-3,Peru,"Estádio Olímpico Pedro Ludovico, Goiânia"
2021-09-02,2022 FIFA World Cup qualification,Ecuador,2-0,Paraguay,"Estadio Rodrigo Paz Delgado, Quito"
2021-09-05,2022 FIFA World Cup qualification,Paraguay,1-1,Colombia,"Estadio Defensores del Chaco, Asunción"
2021-09-09,2022 FIFA World Cup qualification,Paraguay,2-1,Venezuela,"Estadio Defensores del Chaco, Asunción"
2021-10-07,2022 FIFA World Cup qualification,Paraguay,0-0,Argentina,"Estadio Defensores del Chaco, Asunción"
2021-10-10,2022 FIFA World Cup qualification,Chile,2-0,Paraguay,"Estadio San Carlos de Apoquindo, Santiago"
2021-10-14,2022 FIFA World Cup qualification,Bolivia,4-0,Paraguay,"Estadio Hernando Siles, La Paz"
2021-11-11,2022 FIFA World Cup qualification,Paraguay,0-1,Chile,"Estadio Defensores del Chaco, Asunción"
2021-11-16,2022 FIFA World Cup qualification,Colombia,0-0,Paraguay,"Estadio Metropolitano, Barranquilla"
2022-01-27,2022 FIFA World Cup qualification,Paraguay,0-1,Uruguay,"Estadio General Pablo Rojas, Asunción"
2022-03-24,2022 FIFA World Cup qualification,Paraguay,3-1,Ecuador,"Estadio Antonio Aranda, Ciudad del Este"
2022-03-29,2022 FIFA World Cup qualification,Peru,2-0,Paraguay,"Estadio Nacional, Lima"
2022-06-02,2022 Kirin Challenge Cup,Japan,4-1,Paraguay,"Sapporo Dome, Sapporo"
2022-08-31,Friendly,Paraguay,1-0,Mexico,"Mercedes-Benz Stadium, Atlanta"
2022-09-23,Friendly,Paraguay,1-0,United Arab Emirates,"Stadion Wiener Neustadt, Wiener Neustadt"
2022-09-27,Friendly,Paraguay,0-0,Morocco,"Benito Villamarín, Seville"
2022-11-16,Friendly,Peru,1-0,Paraguay,"Estadio Nacional, Lima"
2022-11-19,Friendly,Colombia,2-0,Paraguay,"DRV PNK Stadium, Fort Lauderdale"
2023-03-28,Friendly,Chile,3-2,Paraguay,"Estadio Monumental David Arellano, Santiago"
2023-06-18,Friendly,Paraguay,2-0,Nicaragua,"Estadio Defensores del Chaco, Asunción"
2023-09-07,2026 FIFA World Cup qualification,Paraguay,0-0,Peru,"Estadio Antonio Aranda, Ciudad del Este"
2023-09-12,2026 FIFA World Cup qualification,Venezuela,1-0,Paraguay,"Estadio Monumental, Maturín"
2023-10-12,2026 FIFA World Cup qualification,Argentina,1-0,Paraguay,"Estadio Monumental, Buenos Aires"
2023-10-17,2026 FIFA World Cup qualification,Paraguay,1-0,Bolivia,"Estadio Defensores del Chaco, Asunción"
2023-11-16,2026 FIFA World Cup qualification,Chile,0-0,Paraguay,"Estadio Monumental David Arellano, Santiago"
2023-11-21,2026 FIFA World Cup qualification,Paraguay,0-1,Colombia,"Estadio Defensores del Chaco, Asunción"
2024-06-07,Friendly,Peru,0-0,Paraguay,"Estadio Mounmental, Lima"
2024-06-11,Friendly,Chile,3-0,Paraguay,"Estadio Nacional Julio Martínez Prádanos, Santiago"
2024-06-16,Friendly,Panama,0-1,Paraguay,"Estadio Rommel Fernández, Panama City"
2024-06-24,2024 Copa América,Colombia,2-1,Paraguay,"NRG Stadium, Houston"
2024-06-28,2024 Copa América,Paraguay,1-4,Brazil,"Allegiant Stadium, Paradise"
2024-07-02,2024 Copa América,Costa Rica,2-1,Paraguay,"Q2 Stadium, Austin"
2024-09-06,2026 FIFA World Cup qualification,Uruguay,0-0,Paraguay,"Estadio Centenario, Montevideo"
2024-10-10,2026 FIFA World Cup qualification,Ecuador,0-0,Paraguay,"Estadio Rodrigo Paz Delgado, Quito"
2024-10-15,2026 FIFA World Cup qualification,Paraguay,2-1,Venezuela,"Estadio Defensores del Chaco, Asunción"
2024-11-14,2026 FIFA World Cup qualification,Paraguay,2-1,Argentina,"Estadio Defensores del Chaco, Asuncion"
2024-11-19,2026 FIFA World Cup qualification,Bolivia,2-2,Paraguay,"Estadio Municipal de El Alto, El Alto"
2025-03-20,2026 FIFA World Cup qualification,Paraguay,1-0,Chile,"Estadio Defensores del Chaco, Asunción"
2025-03-25,2026 FIFA World Cup qualification,Colombia,2-2,Paraguay,"Estadio Metropolitano, Barranquilla"
2025-06-05,2026 FIFA World Cup qualification,Paraguay,2-0,Uruguay,"Estadio Defensores del Chaco, Asunción"
2025-09-04,2026 FIFA World Cup qualification,Paraguay,0-0,Paraguay,"Estadio Defensores del Chaco, Asunción"
2025-09-09,2026 FIFA World Cup qualification,Paraguay,1-0,Peru,"Estadio Nacional del Perú, Lima"
2025-10-10,2025 Kirin Challenge Cup,Japan,2-2,Paraguay,"Suita City Football Stadium, Suita"
2025-11-15,Friendly,Paraguay,1-2,United States,"Subaru Park, Chester"
2025-11-18,Friendly,Paraguay,2-1,Mexico,"Alamodome, San Antonio"
2026-03-27,Friendly,Greece,0-1,Paraguay,"Karaiskakis Stadium, Piraeus"
2020-09-03,2020–21 Nations League,Turkey,0-1,Hungary,"Sivas, Turkey"
2020-09-06,2020–21 Nations League,Serbia,0-0,Turkey,"Belgrade, Serbia"
2020-10-07,Friendly,Germany,3-3,Turkey,"Cologne, Germany"
2020-10-11,2020–21 Nations League,Russia,1-1,Turkey,"Moscow, Russia"
2020-10-14,2020–21 Nations League,Turkey,2-2,Serbia,"Istanbul, Turkey"
2020-11-11,Friendly,Turkey,3-3,Croatia,"Istanbul, Turkey"
2020-11-15,2020–21 Nations League,Turkey,3-2,Russia,"Istanbul, Turkey"
2020-11-18,2020–21 Nations League,Hungary,2-0,Turkey,"Budapest, Hungary"
2021-03-24,2022 World Cup qualification,Turkey,4-2,Netherlands,"Istanbul, Turkey"
2021-03-27,2022 World Cup qualification,Norway,0-3,Turkey,"Málaga, Spain"
2021-03-30,2022 World Cup qualification,Turkey,3-3,Latvia,"Istanbul, Turkey"
2021-05-27,Friendly,Turkey,2-1,Azerbaijan,"Alanya, Turkey"
2021-05-31,Friendly,Turkey,0-0,Guinea,"Antalya, Turkey"
2021-06-03,Friendly,Turkey,2-0,Moldova,"Paderborn, Germany"
2021-06-11,Euro 2020 Group A,Turkey,0-3,Italy,"Rome, Italy"
2021-06-16,Euro 2020 Group A,Turkey,0-2,Wales,"Baku, Azerbaijan"
2021-09-01,2022 World Cup qualification,Turkey,2-2,Montenegro,"Istanbul, Turkey"
2021-09-04,2022 World Cup qualification,Gibraltar,0-3,Turkey,Gibraltar
2021-09-07,2022 World Cup qualification,Netherlands,6-1,Turkey,"Amsterdam, Netherlands"
2021-10-08,2022 World Cup qualification,Turkey,1-1,Norway,"Istanbul, Turkey"
2021-10-11,2022 World Cup qualification,Latvia,1-2,Turkey,"Riga, Latvia"
2021-11-13,2022 World Cup qualification,Turkey,6-0,Gibraltar,"Istanbul, Turkey"
2021-11-16,2022 World Cup qualification,Montenegro,1-2,Turkey,"Podgorica, Montenegro"
2022-03-24,2022 World Cup qualification play-offs,Portugal,3-1,Turkey,"Porto, Portugal"
2022-03-29,Friendly,Turkey,2-3,Italy,"Konya, Turkey"
2022-06-04,2022–23 Nations League,Turkey,4-0,Faroe Islands,"Istanbul, Turkey"
2022-06-07,2022–23 Nations League,Lithuania,0-6,Turkey,"Vilnius, Lithuania"
2022-06-11,2022–23 Nations League,Luxembourg,0-2,Turkey,"Luxembourg, Luxembourg"
2022-06-14,2022–23 Nations League,Turkey,2-0,Lithuania,"İzmir, Turkey"
2022-09-22,2022–23 Nations League,Turkey,3-3,Luxembourg,"Istanbul, Turkey"
2022-09-25,2022–23 Nations League,Faroe Islands,2-1,Turkey,"Tórshavn, Faroe Islands"
2023-03-25,Euro 2024 qualifying,Armenia,1-2,Turkey,"Yerevan, Armenia"
2023-03-28,Euro 2024 qualifying,Turkey,0-2,Croatia,"Bursa, Turkey"
2023-06-16,Euro 2024 qualifying,Latvia,2-3,Turkey,"Riga, Latvia"
2023-06-19,Euro 2024 qualifying,Turkey,2-0,Wales,"Samsun, Turkey"
2023-09-08,Euro 2024 qualifying,Turkey,1-1,Armenia,"Eskişehir, Turkey"
2023-09-12,Friendly,Japan,4-2,Turkey,"Genk, Belgium"
2023-10-12,Euro 2024 qualifying,Croatia,0-1,Turkey,"Osijek, Croatia"
2023-10-15,Euro 2024 qualifying,Turkey,4-0,Latvia,"Konya, Turkey"
2023-11-18,Friendly,Germany,2-3,Turkey,"Berlin, Germany"
2023-11-21,Euro 2024 qualifying,Wales,1-1,Turkey,"Cardiff, Wales"
2024-03-22,Friendly,Hungary,1-0,Turkey,"Budapest, Hungary"
2024-03-26,Friendly,Austria,6-1,Turkey,"Vienna, Austria"
2024-06-04,Friendly,Italy,0-0,Turkey,"Bologna, Italy"
2024-06-10,Friendly,Poland,2-1,Turkey,"Warsaw, Poland"
2024-06-18,Euro 2024 Group F,Turkey,3-1,Georgia,"Dortmund, Germany"
2024-06-22,Euro 2024 Group F,Turkey,0-3,Portugal,"Dortmund, Germany"
2024-07-02,Euro 2024 Round of 16,Austria,1-2,Turkey,"Leipzig, Germany"
2024-07-06,Euro 2024 Quarter-final,Netherlands,2-1,Turkey,"Berlin, Germany"
2024-09-06,2024–25 Nations League,Wales,0-0,Turkey,"Cardiff, Wales"
2024-09-09,2024–25 Nations League,Turkey,3-1,Iceland,"İzmir, Turkey"
2024-10-11,2024–25 Nations League,Turkey,1-0,Montenegro,"Samsun, Turkey"
2024-10-14,2024–25 Nations League,Iceland,2-4,Turkey,"Reykjavík, Iceland"
2024-11-16,2024–25 Nations League,Turkey,0-0,Wales,"Kayseri, Turkey"
2024-11-19,2024–25 Nations League,Montenegro,3-1,Turkey,"Podgorica, Montenegro"
2025-03-20,2024–25 Nations League promotion play-offs,Turkey,3-1,Hungary,"Istanbul, Turkey"
2025-03-23,2024–25 Nations League promotion play-offs,Hungary,0-3,Turkey,"Budapest, Hungary"
2025-06-07,Friendly,United States,1-2,Turkey,"East Hartford, United States"
2025-09-04,2026 World Cup qualification,Georgia,2-3,Turkey,"Tbilisi, Georgia"
2025-09-07,2026 World Cup qualification,Turkey,0-6,Spain,"Konya, Turkey"
2025-10-11,2026 World Cup qualification,Bulgaria,1-6,Turkey,"Sofia, Bulgaria"
2025-10-14,2026 World Cup qualification,Turkey,4-1,Georgia,"İzmit, Turkey"
2025-11-15,2026 World Cup qualification,Turkey,2-0,Bulgaria,"Bursa, Turkey"
2025-11-18,2026 World Cup qualification,Spain,2-2,Turkey,"Seville, Spain"
2026-03-26,2026 World Cup qualification play-offs,Turkey,1-0,Romania,"Istanbul, Turkey"
2026-03-31,2026 World Cup qualification play-offs,Kosovo,0-1,Turkey,"Pristina, Kosovo"
2020-02-01,Friendly,United States,1-0,Costa Rica,"Carson, California"
2020-11-12,Friendly,Wales,0-0,United States,"Swansea, Wales"
2020-11-16,Friendly,United States,6-2,Panama,"Wiener Neustadt, Austria"
2020-12-09,Friendly,United States,6-0,El Salvador,"Fort Lauderdale, Florida"
2021-01-31,Friendly,United States,7-0,Trinidad and Tobago,"Orlando, Florida"
2021-03-25,Friendly,United States,4-1,Jamaica,"Wiener Neustadt, Austria"
2021-03-28,Friendly,Northern Ireland,1-2,United States,"Belfast, Northern Ireland"
2021-06-03,Nations League SF,United States,1-0,Honduras,"Denver, Colorado"
2021-06-09,Friendly,United States,4-0,Costa Rica,"Sandy, Utah"
2021-07-11,Gold Cup GS,United States,1-0,Haiti,"Kansas City, Kansas"
2021-07-15,Gold Cup GS,United States,6-1,Martinique,"Kansas City, Kansas"
2021-07-25,Gold Cup QF,United States,1-0,Jamaica,"Arlington, Texas"
2021-07-29,Gold Cup SF,United States,1-0,Qatar,"Austin, Texas"
2021-09-02,WCQ R3,El Salvador,0-0,United States,"San Salvador, El Salvador"
2021-09-08,WCQ R3,Honduras,1-4,United States,"San Pedro Sula, Honduras"
2021-10-07,WCQ R3,United States,2-0,Jamaica,"Austin, Texas"
2021-10-10,WCQ R3,Panama,1-0,United States,"Panama City, Panama"
2021-10-13,WCQ R3,United States,2-1,Costa Rica,"Columbus, Ohio"
2021-11-16,WCQ R3,Jamaica,1-1,United States,"Kingston, Jamaica"
2022-01-27,WCQ R3,United States,1-0,El Salvador,"Columbus, Ohio"
2022-02-02,WCQ R3,United States,3-0,Honduras,"Saint Paul, Minnesota"
2022-03-27,WCQ R3,United States,5-1,Panama,"Orlando, Florida"
2022-03-30,WCQ R3,Costa Rica,2-0,United States,"San José, Costa Rica"
2022-06-05,Friendly,United States,0-0,Uruguay,"Kansas City, Kansas"
2022-06-10,Nations League GS,United States,5-0,Grenada,"Austin, Texas"
2022-06-14,Nations League GS,El Salvador,1-1,United States,"San Salvador, El Salvador"
2022-09-23,Friendly,United States,0-2,Japan,"Düsseldorf, Germany"
2022-09-27,Friendly,United States,0-0,Saudi Arabia,"Murcia, Spain"
2022-11-21,World Cup GS,United States,1-1,Wales,"Al Rayyan, Qatar"
2022-11-25,World Cup GS,England,0-0,United States,"Al Khor, Qatar"
2022-11-29,World Cup GS,Iran,0-1,United States,"Doha, Qatar"
2022-12-03,World Cup R16,Netherlands,3-1,United States,"Al Rayyan, Qatar"
2023-01-25,Friendly,United States,1-2,Serbia,"Los Angeles, California"
2023-01-28,Friendly,United States,0-0,Colombia,"Carson, California"
2023-03-24,Nations League GS,Grenada,1-7,United States,"St. George's, Grenada"
2023-03-27,Nations League GS,United States,1-0,El Salvador,"Orlando, Florida"
2023-06-18,Nations League F,United States,2-0,Canada,"Paradise, Nevada"
2023-06-24,Gold Cup GS,United States,1-1,Jamaica,"Chicago, Illinois"
2023-06-28,Gold Cup GS,United States,6-0,Saint Kitts and Nevis,"St. Louis, Missouri"
2023-07-02,Gold Cup GS,United States,6-0,Trinidad and Tobago,"Charlotte, North Carolina"
2023-07-12,Gold Cup SF,United States,1-1,Panama,"San Diego, California"
2023-09-09,Friendly,United States,3-0,Uzbekistan,"St. Louis, Missouri"
2023-09-12,Friendly,United States,4-0,Oman,"Saint Paul, Minnesota"
2023-10-14,Friendly,United States,1-3,Germany,"East Hartford, Connecticut"
2023-10-17,Friendly,United States,4-0,Ghana,"Nashville, Tennessee"
2023-11-16,Nations League QF,United States,3-0,Trinidad and Tobago,"Austin, Texas"
2023-11-20,Nations League QF,Trinidad and Tobago,2-1,United States,"Port of Spain, Trinidad and Tobago"
2024-01-20,Friendly,United States,0-1,Slovenia,"San Antonio, Texas"
2024-03-21,Nations League SF,United States,3-1,Jamaica,"Arlington, Texas"
2024-06-08,Friendly,United States,1-5,Colombia,"Landover, Maryland"
2024-06-23,Copa América GS,United States,2-0,Bolivia,"Arlington, Texas"
2024-06-27,Copa América GS,United States,1-2,Panama,"Atlanta, Georgia"
2024-07-01,Copa América GS,United States,0-1,Uruguay,"Kansas City, Missouri"
2024-09-10,Friendly,United States,1-1,New Zealand,"Cincinnati, Ohio"
2024-10-12,Friendly,United States,2-0,Panama,"Austin, Texas"
2024-11-14,Nations League QF,Jamaica,0-1,United States,"Kingston, Jamaica"
2024-11-18,Nations League QF,United States,4-2,Jamaica,"St. Louis, Missouri"
2025-01-18,Friendly,United States,3-1,Venezuela,"Fort Lauderdale, Florida"
2025-01-22,Friendly,United States,3-0,Costa Rica,"Orlando, Florida"
2025-03-20,Nations League SF,United States,0-1,Panama,"Inglewood, California"
2025-03-23,Nations League 3rd,United States,1-2,Canada,"Inglewood, California"
2025-06-15,Gold Cup GS,United States,5-0,Trinidad and Tobago,"San Jose, California"
2025-06-19,Gold Cup GS,United States,1-0,Saudi Arabia,"Austin, Texas"
2025-06-22,Gold Cup GS,United States,2-1,Haiti,"Arlington, Texas"
2025-06-29,Gold Cup QF,United States,2-2,Costa Rica,"Minneapolis, Minnesota"
2025-07-02,Gold Cup SF,United States,2-1,Guatemala,"St. Louis, Missouri"
2025-09-09,Friendly,United States,2-0,Japan,"Columbus, Ohio"
2025-10-10,Friendly,United States,1-1,Ecuador,"Austin, Texas"
2025-11-15,Friendly,United States,2-1,Paraguay,"Chester, Pennsylvania"
2025-11-18,Friendly,United States,5-1,Uruguay,"Tampa, Florida"
2026-03-28,Friendly,United States,2-5,Belgium,"Atlanta, Georgia"
2026-03-31,Friendly,United States,0-2,Portugal,"Atlanta, Georgia"
2021-03-25,2022 World Cup qualification,Curaçao,5-0,Saint Vincent and the Grenadines,"Willemstad, Curaçao"
2021-03-28,2022 World Cup qualification,Cuba,1-2,Curaçao,"Guatemala City, Guatemala"
2021-06-05,2022 World Cup qualification,British Virgin Islands,0-8,Curaçao,"Guatemala City, Guatemala"
2021-06-08,2022 World Cup qualification,Curaçao,0-0,Guatemala,"Willemstad, Curaçao"
2021-06-12,2022 World Cup qualification,Panama,2-1,Curaçao,"Panama City, Panama"
2021-06-15,2022 World Cup qualification,Curaçao,0-0,Panama,"Willemstad, Curaçao"
2021-10-06,Friendly,Bahrain,4-0,Curaçao,"Riffa, Bahrain"
2021-10-09,Friendly,Curaçao,1-2,New Zealand,"Riffa, Bahrain"
2022-06-03,Nations League,Curaçao,0-1,Honduras,"Willemstad, Curaçao"
2022-06-06,Nations League,Honduras,1-2,Curaçao,"San Pedro Sula, Honduras"
2022-09-24,Friendly,Indonesia,3-2,Curaçao,"Bandung, Indonesia"
2022-09-27,Friendly,Curaçao,1-2,Indonesia,"Cibinong, Indonesia"
2022-11-24,2022 ABCS Tournament,Curaçao,2-2,Aruba,"Willemstad, Curaçao"
2022-11-26,2022 ABCS Tournament,Suriname,2-2,Curaçao,"Willemstad, Curaçao"
2023-03-28,Friendly,Argentina,7-0,Curaçao,"Santiago del Estero, Argentina"
2023-06-16,Gold Cup qualification,Curaçao,1-1,Saint Kitts and Nevis,"Fort Lauderdale, United States"
2024-06-05,2026 FIFA World Cup qualification,Curacao,4-1,Barbados,"Willemstad, Curaçao"
2024-06-08,2026 FIFA World Cup qualification,Aruba,0-2,Curacao,"Oranjestad, Aruba"
2024-09-06,2024–25 Nations League,Saint Lucia,2-1,Curaçao,"St. George's, Grenada"
2024-09-09,2024–25 Nations League,Curaçao,4-0,Saint Martin,"St. George's, Grenada"
2024-10-11,2024–25 Nations League,Grenada,0-0,Curaçao,"Gros Islet, Saint Lucia"
2024-10-14,2024–25 Nations League,Curaçao,1-0,Grenada,"Gros Islet, Saint Lucia"
2024-11-15,2024–25 Nations League,Saint Martin,0-5,Curaçao,"Willemstad, Curacao"
2024-11-18,2024–25 Nations League,Curaçao,4-1,Saint Lucia,"Willemstad, Curacao"
2025-03-19,Friendly,Curaçao,0-2,Kazakhstan,"Antalya, Turkey"
2025-06-06,2026 FIFA World Cup qualification,Curacao,4-0,Saint Lucia,"Willemstad, Curaçao"
2025-06-17,2025 CONCACAF Gold Cup,Curaçao,0-0,El Salvador,"San Jose, United States"
2025-06-24,2025 CONCACAF Gold Cup,Honduras,2-1,Curaçao,"San Jose, United States"
2025-09-05,2026 FIFA World Cup qualification,Trinidad and Tobago,0-0,Curacao,"Port of Spain, Trinidad and Tobago"
2025-09-09,2026 FIFA World Cup qualification,Curacao,3-2,Bermuda,"Willemstad, Curaçao"
2025-10-10,2026 FIFA World Cup qualification,Curacao,2-0,Jamaica,"Willemstad, Curaçao"
2025-10-14,2026 FIFA World Cup qualification,Curacao,1-1,Trinidad and Tobago,"Willemstad, Curaçao"
2025-11-13,2026 FIFA World Cup qualification,Bermuda,0-7,Curacao,"Hamilton, Bermuda"
2025-11-18,2026 FIFA World Cup qualification,Jamaica,0-0,Curacao,"Kingston, Jamaica"
2026-03-27,2026 FIFA Series,China,2-0,Curaçao,"Sydney, Australia"
2020-10-08,2022 FIFA World Cup qualification,Argentina,1-0,Ecuador,"La Bombonera, Buenos Aires"
2020-10-13,2022 FIFA World Cup qualification,Ecuador,4-2,Uruguay,"Estadio Rodrigo Paz Delgado, Quito"
2020-11-12,2022 FIFA World Cup qualification,Bolivia,2-3,Ecuador,"Estadio Hernando Siles, La Paz"
2020-11-17,2022 FIFA World Cup qualification,Ecuador,6-1,Colombia,"Estadio Rodrigo Paz Delgado, Quito"
2021-03-29,Friendly,Ecuador,2-1,Bolivia,"Estadio Banco Guayaquil, Sangolquí"
2021-06-08,2022 FIFA World Cup qualification,Ecuador,1-2,Peru,"Estadio Rodrigo Paz Delgado, Quito"
2021-06-13,2021 Copa América,Ecuador,0-1,Colombia,"Arena Pantanal, Cuiabá"
2021-06-20,2021 Copa América,Ecuador,2-2,Venezuela,"Estádio Olímpico Nilton Santos, Rio de Janeiro"
2021-06-23,2021 Copa América,Ecuador,2-2,Peru,"Estádio Olímpico Pedro Ludovico, Goiânia"
2021-06-27,2021 Copa América,Ecuador,1-1,Brazil,"Estádio Olímpico Pedro Ludovico, Goiânia"
